index,value
25418,204.6528940336504
25419,204.64627667673503
25420,204.6363542014425
25421,204.62922138066872
25422,204.61564323588064
25423,204.59377225015197
25424,204.5820258863132
25425,204.57377027197265
25426,204.5623258989814
25427,204.55828484338045
25428,204.5521253354474
25429,204.5425063875145
25430,204.5332210853712
25431,204.5164773614149
25432,204.50325854418804
25433,204.49017415761543
25434,204.472292656078
25435,204.4499719071597
25436,204.43823800468888
25437,204.4290357605752
25438,204.4220591474513
25439,204.41223059797565
25440,204.40647742600427
25441,204.39383133858425
25442,204.3818776991032
25443,204.3808138591185
25444,204.3815915959595
25445,204.3854982620646
25446,204.3973825013701
25447,204.4036083918855
25448,204.4146612322131
25449,204.42335302172063
25450,204.43017746304184
25451,204.44702706306052
25452,204.4521839197047
25453,204.4735498071558
25454,204.4988013722233
25455,204.53043853707112
25456,204.56646652658915
25457,204.60147580084012
25458,204.62704716212008
25459,204.6552932008681
25460,204.6828094411172
25461,204.6957485285752
25462,204.70278477151192
25463,204.70958643585556
25464,204.701437880358
25465,204.68936264300896
25466,204.689398045212
25467,204.6873499672767
25468,204.69746148627647
25469,204.69940810565785
25470,204.69776124938045
25471,204.6941891070481
25472,204.69197944833675
25473,204.6955285351718
25474,204.70574343948925
25475,204.7194471862276
25476,204.73451727975413
25477,204.7449722102308
25478,204.7746897636043
25479,204.80184815345837
25480,204.82545316602528
25481,204.8152450566356
25482,204.79706875698895
25483,204.78028930976907
25484,204.77654509699803
25485,204.7719151486437
25486,204.76497964184983
25487,204.75366882214053
25488,204.7369516263511
25489,204.71800317932656
25490,204.7123847057436
25491,204.7134185892133
25492,204.72816896756055
25493,204.73727761446332
25494,204.74490435990631
25495,204.76372344467205
25496,204.7723852836529
25497,204.77587816074112
25498,204.76806603149615
25499,204.76693096320872
25500,204.7795332120791
25501,204.7838525683089
25502,204.7746187441481
25503,204.7760313142099
25504,204.7832610786945
25505,204.7783473796465
25506,204.7851844472787
25507,204.77932065560245
25508,204.76190772034565
25509,204.73955226312384
25510,204.7314857008076
25511,204.72183063449629
